location_id,location_name,sex_id,sex,year,measure_name,metric_name,mean,lower,upper
66,Brunei,1,Males,2011,"Expected years lived, 20-64",,42.18955876,41.80389273,42.5511672
66,Brunei,1,Males,2012,"Expected years lived, 20-64",,42.16433061,41.74278173,42.53221185
66,Brunei,1,Males,2013,"Expected years lived, 20-64",,42.12363139,41.67609728,42.52648743
66,Brunei,1,Males,2014,"Expected years lived, 20-64",,42.07238193,41.60749835,42.52458125
66,Brunei,1,Males,2015,"Expected years lived, 20-64",,42.05372089,41.41434226,42.63868907
66,Brunei,1,Males,2016,"Expected years lived, 20-64",,42.06029949,41.11240476,42.76032077
66,Brunei,2,Females,1990,"Expected years lived, 20-64",,42.09499297,41.70175964,42.46479108
66,Brunei,2,Females,1991,"Expected years lived, 20-64",,42.07467557,41.65422255,42.44675894
66,Brunei,2,Females,1992,"Expected years lived, 20-64",,42.10234224,41.63990827,42.52303602
66,Brunei,2,Females,1993,"Expected years lived, 20-64",,42.16933903,41.65419576,42.63974061
66,Brunei,2,Females,1994,"Expected years lived, 20-64",,42.25825931,41.76330368,42.72012621
66,Brunei,2,Females,1995,"Expected years lived, 20-64",,42.35754829,41.93647101,42.7239235
66,Brunei,2,Females,1996,"Expected years lived, 20-64",,42.45452242,42.10191918,42.77295261
66,Brunei,2,Females,1997,"Expected years lived, 20-64",,42.59720878,42.2584197,42.89181899
66,Brunei,2,Females,1998,"Expected years lived, 20-64",,42.72121135,42.41018948,43.00369708
66,Brunei,2,Females,1999,"Expected years lived, 20-64",,42.78676576,42.481603,43.05416055
66,Brunei,2,Females,2000,"Expected years lived, 20-64",,42.83876512,42.54322734,43.15887848
66,Brunei,2,Females,2001,"Expected years lived, 20-64",,42.91118945,42.61537538,43.19471814
66,Brunei,2,Females,2002,"Expected years lived, 20-64",,42.95794221,42.68721517,43.2266697
66,Brunei,2,Females,2003,"Expected years lived, 20-64",,42.99290842,42.74086931,43.24303002
66,Brunei,2,Females,2004,"Expected years lived, 20-64",,42.99028456,42.73247228,43.25508946
66,Brunei,2,Females,2005,"Expected years lived, 20-64",,43.00791539,42.74373162,43.26654396
66,Brunei,2,Females,2006,"Expected years lived, 20-64",,43.01003769,42.72177189,43.25975565
66,Brunei,2,Females,2007,"Expected years lived, 20-64",,43.01601119,42.75520146,43.28078315
66,Brunei,2,Females,2008,"Expected years lived, 20-64",,43.04878803,42.77284999,43.29934897
66,Brunei,2,Females,2009,"Expected years lived, 20-64",,43.06917116,42.7894336,43.29992329
66,Brunei,2,Females,2010,"Expected years lived, 20-64",,43.11570566,42.85037713,43.32933851
66,Brunei,2,Females,2011,"Expected years lived, 20-64",,43.11365518,42.85199806,43.33065532
66,Brunei,2,Females,2012,"Expected years lived, 20-64",,43.1028896,42.83424027,43.33586797
66,Brunei,2,Females,2013,"Expected years lived, 20-64",,43.11166879,42.84651289,43.34985402
66,Brunei,2,Females,2014,"Expected years lived, 20-64",,43.1443583,42.83014543,43.40445866
66,Brunei,2,Females,2015,"Expected years lived, 20-64",,43.16137874,42.76799563,43.50120984
66,Brunei,2,Females,2016,"Expected years lived, 20-64",,43.17524841,42.67127551,43.58301278
66,Brunei,3,Both sexes,1990,"Expected years lived, 20-64",,41.60287271,41.22854403,41.94264012
66,Brunei,3,Both sexes,1991,"Expected years lived, 20-64",,41.5778157,41.19856499,41.93869768
66,Brunei,3,Both sexes,1992,"Expected years lived, 20-64",,41.61504795,41.20303509,41.97487814
66,Brunei,3,Both sexes,1993,"Expected years lived, 20-64",,41.67056329,41.23455454,42.06972721
66,Brunei,3,Both sexes,1994,"Expected years lived, 20-64",,41.73106043,41.30044996,42.11986109
66,Brunei,3,Both sexes,1995,"Expected years lived, 20-64",,41.7900373,41.42612031,42.13576618
66,Brunei,3,Both sexes,1996,"Expected years lived, 20-64",,41.84511662,41.51443829,42.15578374
66,Brunei,3,Both sexes,1997,"Expected years lived, 20-64",,41.97134886,41.68770041,42.2472737
66,Brunei,3,Both sexes,1998,"Expected years lived, 20-64",,42.10419041,41.79818846,42.36934745
66,Brunei,3,Both sexes,1999,"Expected years lived, 20-64",,42.21907762,41.96208894,42.46764445
66,Brunei,3,Both sexes,2000,"Expected years lived, 20-64",,42.28002599,41.9961909,42.53917611
66,Brunei,3,Both sexes,2001,"Expected years lived, 20-64",,42.36019193,42.13939487,42.61597401
66,Brunei,3,Both sexes,2002,"Expected years lived, 20-64",,42.45955974,42.21279502,42.71197955
66,Brunei,3,Both sexes,2003,"Expected years lived, 20-64",,42.53963948,42.28936006,42.77881634
66,Brunei,3,Both sexes,2004,"Expected years lived, 20-64",,42.57492829,42.31808476,42.79528039
66,Brunei,3,Both sexes,2005,"Expected years lived, 20-64",,42.56933848,42.3152895,42.80158587
66,Brunei,3,Both sexes,2006,"Expected years lived, 20-64",,42.54484418,42.31315636,42.77146247
66,Brunei,3,Both sexes,2007,"Expected years lived, 20-64",,42.53047583,42.27518962,42.75804248
66,Brunei,3,Both sexes,2008,"Expected years lived, 20-64",,42.56831705,42.33276731,42.79424713
66,Brunei,3,Both sexes,2009,"Expected years lived, 20-64",,42.59392081,42.34431567,42.83249625
66,Brunei,3,Both sexes,2010,"Expected years lived, 20-64",,42.64242257,42.39560328,42.8728323
66,Brunei,3,Both sexes,2011,"Expected years lived, 20-64",,42.63220186,42.39169947,42.85957608
66,Brunei,3,Both sexes,2012,"Expected years lived, 20-64",,42.61364998,42.37341541,42.83808151
66,Brunei,3,Both sexes,2013,"Expected years lived, 20-64",,42.59623477,42.32507353,42.83881449
66,Brunei,3,Both sexes,2014,"Expected years lived, 20-64",,42.58463397,42.29769068,42.86269589
66,Brunei,3,Both sexes,2015,"Expected years lived, 20-64",,42.58262988,42.19839542,42.94514849
66,Brunei,3,Both sexes,2016,"Expected years lived, 20-64",,42.59232811,42.09487052,43.02914651
67,Japan,1,Males,1990,"Expected years lived, 20-64",,42.67949793,42.66741735,42.69135523
67,Japan,1,Males,1991,"Expected years lived, 20-64",,42.71965175,42.70817461,42.73133724
67,Japan,1,Males,1992,"Expected years lived, 20-64",,42.74475561,42.73355014,42.75671049
67,Japan,1,Males,1993,"Expected years lived, 20-64",,42.77727544,42.76582483,42.789805
67,Japan,1,Males,1994,"Expected years lived, 20-64",,42.8143445,42.80231335,42.82600007
67,Japan,1,Males,1995,"Expected years lived, 20-64",,42.7588619,42.68148946,42.82559726
67,Japan,1,Males,1996,"Expected years lived, 20-64",,42.88919634,42.87840848,42.90010854
67,Japan,1,Males,1997,"Expected years lived, 20-64",,42.91347841,42.90263403,42.92407991
67,Japan,1,Males,1998,"Expected years lived, 20-64",,42.90528971,42.89528901,42.91632217
67,Japan,1,Males,1999,"Expected years lived, 20-64",,42.92817206,42.91774664,42.93871669
67,Japan,1,Males,2000,"Expected years lived, 20-64",,42.96877885,42.95809291,42.97926255
67,Japan,1,Males,2001,"Expected years lived, 20-64",,43.00685438,42.99662138,43.0171746
67,Japan,1,Males,2002,"Expected years lived, 20-64",,43.04057266,43.03094664,43.05012689
67,Japan,1,Males,2003,"Expected years lived, 20-64",,43.06694265,43.05675239,43.07613279
67,Japan,1,Males,2004,"Expected years lived, 20-64",,43.10289595,43.0933969,43.11232742
67,Japan,1,Males,2005,"Expected years lived, 20-64",,43.13254992,43.12278844,43.14264297
67,Japan,1,Males,2006,"Expected years lived, 20-64",,43.17512381,43.16502169,43.18496766
67,Japan,1,Males,2007,"Expected years lived, 20-64",,43.21301854,43.20285098,43.22276977
67,Japan,1,Males,2008,"Expected years lived, 20-64",,43.24531771,43.23538964,43.25489707
67,Japan,1,Males,2009,"Expected years lived, 20-64",,43.2792309,43.2699908,43.28825199
67,Japan,1,Males,2010,"Expected years lived, 20-64",,43.31312519,43.30338343,43.32261925
67,Japan,1,Males,2011,"Expected years lived, 20-64",,43.10472572,42.89340162,43.30259028
67,Japan,1,Males,2012,"Expected years lived, 20-64",,43.40979537,43.40059352,43.41935528
67,Japan,1,Males,2013,"Expected years lived, 20-64",,43.4660873,43.45432121,43.4772271
67,Japan,1,Males,2014,"Expected years lived, 20-64",,43.51438105,43.49553044,43.53360295
67,Japan,1,Males,2015,"Expected years lived, 20-64",,43.54193216,43.51216663,43.57130112
67,Japan,1,Males,2016,"Expected years lived, 20-64",,43.56581957,43.52380773,43.60473704
67,Japan,2,Females,1990,"Expected years lived, 20-64",,43.72669699,43.71760191,43.73471028
67,Japan,2,Females,1991,"Expected years lived, 20-64",,43.75049088,43.74128976,43.75949973
67,Japan,2,Females,1992,"Expected years lived, 20-64",,43.76128192,43.7532366,43.76992065
67,Japan,2,Females,1993,"Expected years lived, 20-64",,43.78155841,43.77319989,43.79026491
67,Japan,2,Females,1994,"Expected years lived, 20-64",,43.80298156,43.79614515,43.81014761
67,Japan,2,Females,1995,"Expected years lived, 20-64",,43.76667762,43.72105147,43.80847546
67,Japan,2,Females,1996,"Expected years lived, 20-64",,43.84339034,43.83544079,43.85105242
67,Japan,2,Females,1997,"Expected years lived, 20-64",,43.85797706,43.85059493,43.86506014
67,Japan,2,Females,1998,"Expected years lived, 20-64",,43.86299647,43.85545422,43.87059927
67,Japan,2,Females,1999,"Expected years lived, 20-64",,43.88720732,43.87944422,43.89482129
67,Japan,2,Females,2000,"Expected years lived, 20-64",,43.91748971,43.91009517,43.92448373
67,Japan,2,Females,2001,"Expected years lived, 20-64",,43.94356477,43.93672643,43.95016159
67,Japan,2,Females,2002,"Expected years lived, 20-64",,43.96172701,43.95471754,43.96862303
67,Japan,2,Females,2003,"Expected years lived, 20-64",,43.97487018,43.96804711,43.98121956
67,Japan,2,Females,2004,"Expected years lived, 20-64",,43.98573782,43.97857941,43.99340509
67,Japan,2,Females,2005,"Expected years lived, 20-64",,43.99591817,43.98889119,44.00269625
67,Japan,2,Females,2006,"Expected years lived, 20-64",,44.01077686,44.00399257,44.01800102
67,Japan,2,Females,2007,"Expected years lived, 20-64",,44.02773773,44.02096848,44.03445152
67,Japan,2,Females,2008,"Expected years lived, 20-64",,44.04030616,44.03350906,44.04688177
67,Japan,2,Females,2009,"Expected years lived, 20-64",,44.05795849,44.05131511,44.06427191
67,Japan,2,Females,2010,"Expected years lived, 20-64",,44.07218112,44.06476398,44.07890103
67,Japan,2,Females,2011,"Expected years lived, 20-64",,43.94018436,43.81388919,44.05723083
67,Japan,2,Females,2012,"Expected years lived, 20-64",,44.10769952,44.10099374,44.11432357
67,Japan,2,Females,2013,"Expected years lived, 20-64",,44.13465926,44.12712411,44.14212272
67,Japan,2,Females,2014,"Expected years lived, 20-64",,44.1570639,44.14570237,44.16856453
67,Japan,2,Females,2015,"Expected years lived, 20-64",,44.16963365,44.15219767,44.18737872
67,Japan,2,Females,2016,"Expected years lived, 20-64",,44.18102524,44.15736694,44.20515861
67,Japan,3,Both sexes,1990,"Expected years lived, 20-64",,43.19721865,43.18910163,43.20456767
67,Japan,3,Both sexes,1991,"Expected years lived, 20-64",,43.22902459,43.22139942,43.23637648
67,Japan,3,Both sexes,1992,"Expected years lived, 20-64",,43.24677602,43.23954072,43.2548666
67,Japan,3,Both sexes,1993,"Expected years lived, 20-64",,43.2730096,43.26451627,43.28187895
67,Japan,3,Both sexes,1994,"Expected years lived, 20-64",,43.30215912,43.29502664,43.30962544
67,Japan,3,Both sexes,1995,"Expected years lived, 20-64",,43.25567713,43.19424205,43.31172085
67,Japan,3,Both sexes,1996,"Expected years lived, 20-64",,43.35989567,43.35244556,43.36715655
67,Japan,3,Both sexes,1997,"Expected years lived, 20-64",,43.37938911,43.37240991,43.38649628
67,Japan,3,Both sexes,1998,"Expected years lived, 20-64",,43.3775248,43.37097959,43.38446002
67,Japan,3,Both sexes,1999,"Expected years lived, 20-64",,43.40098148,43.39402379,43.4083571
67,Japan,3,Both sexes,2000,"Expected years lived, 20-64",,43.4362697,43.42899494,43.44317241
67,Japan,3,Both sexes,2001,"Expected years lived, 20-64",,43.46829581,43.46188617,43.47478059
67,Japan,3,Both sexes,2002,"Expected years lived, 20-64",,43.49445731,43.48788053,43.50134693
67,Japan,3,Both sexes,2003,"Expected years lived, 20-64",,43.51432909,43.50779916,43.52061609
67,Japan,3,Both sexes,2004,"Expected years lived, 20-64",,43.53788325,43.53142537,43.54483627
67,Japan,3,Both sexes,2005,"Expected years lived, 20-64",,43.55782005,43.55156186,43.56446565
67,Japan,3,Both sexes,2006,"Expected years lived, 20-64",,43.586654,43.5796654,43.59305943
67,Japan,3,Both sexes,2007,"Expected years lived, 20-64",,43.61408652,43.60767616,43.62096758
67,Japan,3,Both sexes,2008,"Expected years lived, 20-64",,43.6364786,43.63049224,43.64268399
67,Japan,3,Both sexes,2009,"Expected years lived, 20-64",,43.66219442,43.65626434,43.66806849
67,Japan,3,Both sexes,2010,"Expected years lived, 20-64",,43.68624112,43.67944685,43.69267328
67,Japan,3,Both sexes,2011,"Expected years lived, 20-64",,43.51455066,43.34248978,43.67443121
67,Japan,3,Both sexes,2012,"Expected years lived, 20-64",,43.75279575,43.74689131,43.75894584
67,Japan,3,Both sexes,2013,"Expected years lived, 20-64",,43.79462805,43.78727859,43.8017919
67,Japan,3,Both sexes,2014,"Expected years lived, 20-64",,43.83012825,43.81916016,43.84156412
67,Japan,3,Both sexes,2015,"Expected years lived, 20-64",,43.8502759,43.83223502,43.86805339
67,Japan,3,Both sexes,2016,"Expected years lived, 20-64",,43.8679775,43.84277552,43.89236683
68,South Korea,1,Males,1990,"Expected years lived, 20-64",,39.9058111,39.27238178,40.47028155
68,South Korea,1,Males,1991,"Expected years lived, 20-64",,40.10465283,39.53663803,40.66818931
68,South Korea,1,Males,1992,"Expected years lived, 20-64",,40.3042864,39.69369785,40.86819258
68,South Korea,1,Males,1993,"Expected years lived, 20-64",,40.47125619,39.86925259,40.98849919
68,South Korea,1,Males,1994,"Expected years lived, 20-64",,40.65069319,40.08443483,41.16959478
68,South Korea,1,Males,1995,"Expected years lived, 20-64",,40.79785043,40.24589599,41.28138139
68,South Korea,1,Males,1996,"Expected years lived, 20-64",,41.00183995,40.50036286,41.49515799
68,South Korea,1,Males,1997,"Expected years lived, 20-64",,41.18715139,40.69458831,41.64649746
68,South Korea,1,Males,1998,"Expected years lived, 20-64",,41.31065337,40.86708746,41.76006399
68,South Korea,1,Males,1999,"Expected years lived, 20-64",,41.47908284,41.03747858,41.87572258
68,South Korea,1,Males,2000,"Expected years lived, 20-64",,41.60036954,41.21244894,41.95768933
68,South Korea,1,Males,2001,"Expected years lived, 20-64",,41.71890365,41.3592779,42.09398346
68,South Korea,1,Males,2002,"Expected years lived, 20-64",,41.85731495,41.46617378,42.2299306
68,South Korea,1,Males,2003,"Expected years lived, 20-64",,42.0011401,41.61914082,42.34838789
68,South Korea,1,Males,2004,"Expected years lived, 20-64",,42.20149856,41.85282115,42.50980018
68,South Korea,1,Males,2005,"Expected years lived, 20-64",,42.36248295,42.06408338,42.66554315
68,South Korea,1,Males,2006,"Expected years lived, 20-64",,42.49829431,42.20354219,42.8007355
68,South Korea,1,Males,2007,"Expected years lived, 20-64",,42.58974676,42.29158964,42.87728081
68,South Korea,1,Males,2008,"Expected years lived, 20-64",,42.66253475,42.38484892,42.93076219
68,South Korea,1,Males,2009,"Expected years lived, 20-64",,42.71412836,42.4455269,42.97815112
68,South Korea,1,Males,2010,"Expected years lived, 20-64",,42.77040709,42.49452565,43.04209591
68,South Korea,1,Males,2011,"Expected years lived, 20-64",,42.8388153,42.55601754,43.10553312
68,South Korea,1,Males,2012,"Expected years lived, 20-64",,42.90815147,42.62175933,43.17500579
68,South Korea,1,Males,2013,"Expected years lived, 20-64",,42.95948991,42.60337269,43.31643858
68,South Korea,1,Males,2014,"Expected years lived, 20-64",,42.95715225,42.48197114,43.38805625
68,South Korea,1,Males,2015,"Expected years lived, 20-64",,42.97434014,42.36462311,43.50717658
68,South Korea,1,Males,2016,"Expected years lived, 20-64",,42.97132359,42.23655353,43.6062132
68,South Korea,2,Females,1990,"Expected years lived, 20-64",,42.54842601,42.23742086,42.8324299
68,South Korea,2,Females,1991,"Expected years lived, 20-64",,42.69272839,42.42193214,42.96309218
68,South Korea,2,Females,1992,"Expected years lived, 20-64",,42.82397188,42.55114033,43.07931424
68,South Korea,2,Females,1993,"Expected years lived, 20-64",,42.93033498,42.68517566,43.16554318
68,South Korea,2,Females,1994,"Expected years lived, 20-64",,43.03527613,42.8059722,43.24835935
68,South Korea,2,Females,1995,"Expected years lived, 20-64",,43.12959312,42.90691868,43.32823969
68,South Korea,2,Females,1996,"Expected years lived, 20-64",,43.2196368,43.0205335,43.39231292
68,South Korea,2,Females,1997,"Expected years lived, 20-64",,43.29414402,43.08189161,43.45950331
68,South Korea,2,Females,1998,"Expected years lived, 20-64",,43.34868696,43.15131838,43.51758763
68,South Korea,2,Females,1999,"Expected years lived, 20-64",,43.42149172,43.24489194,43.57422277
68,South Korea,2,Females,2000,"Expected years lived, 20-64",,43.46642914,43.29542153,43.61923691
68,South Korea,2,Females,2001,"Expected years lived, 20-64",,43.50068569,43.34011203,43.64947063
68,South Korea,2,Females,2002,"Expected years lived, 20-64",,43.54702823,43.39321734,43.69311228
68,South Korea,2,Females,2003,"Expected years lived, 20-64",,43.59313571,43.43783574,43.73395164
68,South Korea,2,Females,2004,"Expected years lived, 20-64",,43.67082335,43.5265911,43.80761773
68,South Korea,2,Females,2005,"Expected years lived, 20-64",,43.73233489,43.58635077,43.86698711
68,South Korea,2,Females,2006,"Expected years lived, 20-64",,43.7826462,43.64479845,43.91355999
68,South Korea,2,Females,2007,"Expected years lived, 20-64",,43.80692899,43.67949409,43.93528641
68,South Korea,2,Females,2008,"Expected years lived, 20-64",,43.83767928,43.70518985,43.95729873
68,South Korea,2,Females,2009,"Expected years lived, 20-64",,43.86475194,43.73019059,43.98881261
68,South Korea,2,Females,2010,"Expected years lived, 20-64",,43.89606013,43.76218894,44.00866248
68,South Korea,2,Females,2011,"Expected years lived, 20-64",,43.9303596,43.79292396,44.05127983
68,South Korea,2,Females,2012,"Expected years lived, 20-64",,43.96725187,43.82411246,44.08241792
68,South Korea,2,Females,2013,"Expected years lived, 20-64",,43.99125408,43.82803807,44.1323154
68,South Korea,2,Females,2014,"Expected years lived, 20-64",,44.00062558,43.76199072,44.19454183
68,South Korea,2,Females,2015,"Expected years lived, 20-64",,44.0102741,43.69629146,44.26222864
68,South Korea,2,Females,2016,"Expected years lived, 20-64",,44.01488716,43.62276148,44.30619588
68,South Korea,3,Both sexes,1990,"Expected years lived, 20-64",,41.19183266,40.8145829,41.54626356
68,South Korea,3,Both sexes,1991,"Expected years lived, 20-64",,41.3635809,41.00657353,41.69521874
68,South Korea,3,Both sexes,1992,"Expected years lived, 20-64",,41.52969214,41.17953473,41.89297447
68,South Korea,3,Both sexes,1993,"Expected years lived, 20-64",,41.66674297,41.32560399,41.99438521
68,South Korea,3,Both sexes,1994,"Expected years lived, 20-64",,41.80979273,41.47430332,42.11639449
68,South Korea,3,Both sexes,1995,"Expected years lived, 20-64",,41.93107012,41.60275177,42.21571827
68,South Korea,3,Both sexes,1996,"Expected years lived, 20-64",,42.0798623,41.78296164,42.35899122
68,South Korea,3,Both sexes,1997,"Expected years lived, 20-64",,42.21131743,41.9102738,42.46176662
68,South Korea,3,Both sexes,1998,"Expected years lived, 20-64",,42.30044922,42.04065965,42.56208366
68,South Korea,3,Both sexes,1999,"Expected years lived, 20-64",,42.42230089,42.19069459,42.65591554
68,South Korea,3,Both sexes,2000,"Expected years lived, 20-64",,42.50613258,42.29053424,42.72028073
68,South Korea,3,Both sexes,2001,"Expected years lived, 20-64",,42.58433646,42.37813306,42.79418786
68,South Korea,3,Both sexes,2002,"Expected years lived, 20-64",,42.67900769,42.45823573,42.8874325
68,South Korea,3,Both sexes,2003,"Expected years lived, 20-64",,42.77655558,42.56057765,42.97391568
68,South Korea,3,Both sexes,2004,"Expected years lived, 20-64",,42.91861424,42.73716946,43.09578991
68,South Korea,3,Both sexes,2005,"Expected years lived, 20-64",,43.03240762,42.85887058,43.19908152
68,South Korea,3,Both sexes,2006,"Expected years lived, 20-64",,43.12725922,42.96121734,43.28649382
68,South Korea,3,Both sexes,2007,"Expected years lived, 20-64",,43.18641106,43.0206346,43.35740082
68,South Korea,3,Both sexes,2008,"Expected years lived, 20-64",,43.2389338,43.08077775,43.40478635
68,South Korea,3,Both sexes,2009,"Expected years lived, 20-64",,43.27863845,43.13023601,43.43459095
68,South Korea,3,Both sexes,2010,"Expected years lived, 20-64",,43.32267782,43.16625557,43.47788001
68,South Korea,3,Both sexes,2011,"Expected years lived, 20-64",,43.37455036,43.21772066,43.5191896
68,South Korea,3,Both sexes,2012,"Expected years lived, 20-64",,43.42805726,43.26737894,43.57368979
68,South Korea,3,Both sexes,2013,"Expected years lived, 20-64",,43.46594313,43.26020691,43.65575026
68,South Korea,3,Both sexes,2014,"Expected years lived, 20-64",,43.46867824,43.19828062,43.71929198
68,South Korea,3,Both sexes,2015,"Expected years lived, 20-64",,43.48165678,43.13714801,43.80226514
68,South Korea,3,Both sexes,2016,"Expected years lived, 20-64",,43.48184633,43.05440342,43.85638849
69,Singapore,1,Males,1990,"Expected years lived, 20-64",,41.98046497,41.59057432,42.32673756
69,Singapore,1,Males,1991,"Expected years lived, 20-64",,42.23561449,41.88373059,42.60115921
69,Singapore,1,Males,1992,"Expected years lived, 20-64",,42.38551081,42.05764353,42.70777134
69,Singapore,1,Males,1993,"Expected years lived, 20-64",,42.53110746,42.18667174,42.83140203
69,Singapore,1,Males,1994,"Expected years lived, 20-64",,42.60702691,42.29538457,42.89324448
69,Singapore,1,Males,1995,"Expected years lived, 20-64",,42.67961959,42.3791282,42.94049496
69,Singapore,1,Males,1996,"Expected years lived, 20-64",,42.74560112,42.45212458,43.01945958
69,Singapore,1,Males,1997,"Expected years lived, 20-64",,42.85106807,42.54571155,43.11209452
69,Singapore,1,Males,1998,"Expected years lived, 20-64",,42.93513671,42.66068533,43.18271023
69,Singapore,1,Males,1999,"Expected years lived, 20-64",,42.99804997,42.72549867,43.23639904
69,Singapore,1,Males,2000,"Expected years lived, 20-64",,43.05032999,42.74146305,43.302068
69,Singapore,1,Males,2001,"Expected years lived, 20-64",,43.10595861,42.83367251,43.36903869
69,Singapore,1,Males,2002,"Expected years lived, 20-64",,43.16810959,42.91729417,43.41172674
69,Singapore,1,Males,2003,"Expected years lived, 20-64",,43.21702511,42.97812133,43.4505521
69,Singapore,1,Males,2004,"Expected years lived, 20-64",,43.28341804,43.04066992,43.50413932
69,Singapore,1,Males,2005,"Expected years lived, 20-64",,43.3355067,43.11264518,43.54961063
69,Singapore,1,Males,2006,"Expected years lived, 20-64",,43.36751406,43.1374829,43.57286118
69,Singapore,1,Males,2007,"Expected years lived, 20-64",,43.40989226,43.19300268,43.60894161
69,Singapore,1,Males,2008,"Expected years lived, 20-64",,43.4615246,43.24868778,43.64570494
69,Singapore,1,Males,2009,"Expected years lived, 20-64",,43.5006479,43.27710139,43.70408107
69,Singapore,1,Males,2010,"Expected years lived, 20-64",,43.5646938,43.34289989,43.74374805
69,Singapore,1,Males,2011,"Expected years lived, 20-64",,43.61558915,43.42370242,43.7752787
69,Singapore,1,Males,2012,"Expected years lived, 20-64",,43.64222958,43.45324029,43.80117617
69,Singapore,1,Males,2013,"Expected years lived, 20-64",,43.67306362,43.45894225,43.83980532
69,Singapore,1,Males,2014,"Expected years lived, 20-64",,43.71305345,43.52167583,43.88308405
69,Singapore,1,Males,2015,"Expected years lived, 20-64",,43.74044078,43.49884525,43.93371367
69,Singapore,1,Males,2016,"Expected years lived, 20-64",,43.74659248,43.40138015,44.02246305
69,Singapore,2,Females,1990,"Expected years lived, 20-64",,43.17046628,42.90216213,43.40519412
69,Singapore,2,Females,1991,"Expected years lived, 20-64",,43.29433818,43.06452689,43.51083439
69,Singapore,2,Females,1992,"Expected years lived, 20-64",,43.38971951,43.15788081,43.57152687
69,Singapore,2,Females,1993,"Expected years lived, 20-64",,43.46486527,43.26970798,43.63068493
69,Singapore,2,Females,1994,"Expected years lived, 20-64",,43.52184498,43.32669668,43.70273419
69,Singapore,2,Females,1995,"Expected years lived, 20-64",,43.56794408,43.36312618,43.75666829
69,Singapore,2,Females,1996,"Expected years lived, 20-64",,43.61612556,43.40306804,43.79632868
69,Singapore,2,Females,1997,"Expected years lived, 20-64",,43.68231534,43.4828456,43.84509756
69,Singapore,2,Females,1998,"Expected years lived, 20-64",,43.73130907,43.549114,43.88980144
69,Singapore,2,Females,1999,"Expected years lived, 20-64",,43.7779189,43.61986211,43.9276358
69,Singapore,2,Females,2000,"Expected years lived, 20-64",,43.82034441,43.65348489,43.96532051
69,Singapore,2,Females,2001,"Expected years lived, 20-64",,43.86261247,43.7004246,44.00731499
69,Singapore,2,Females,2002,"Expected years lived, 20-64",,43.88900955,43.74643154,44.0232541
69,Singapore,2,Females,2003,"Expected years lived, 20-64",,43.92771932,43.78889333,44.05600187
69,Singapore,2,Females,2004,"Expected years lived, 20-64",,43.9633674,43.807906,44.09779442
69,Singapore,2,Females,2005,"Expected years lived, 20-64",,43.99110445,43.83464079,44.11916514
69,Singapore,2,Females,2006,"Expected years lived, 20-64",,44.02587128,43.88417388,44.14624603
69,Singapore,2,Females,2007,"Expected years lived, 20-64",,44.06395726,43.93516805,44.18013191
69,Singapore,2,Females,2008,"Expected years lived, 20-64",,44.09319334,43.95682587,44.2044303
69,Singapore,2,Females,2009,"Expected years lived, 20-64",,44.12643404,44.0022079,44.22706892
69,Singapore,2,Females,2010,"Expected years lived, 20-64",,44.15483196,44.04453428,44.25660719
69,Singapore,2,Females,2011,"Expected years lived, 20-64",,44.17681035,44.0638977,44.28394271
69,Singapore,2,Females,2012,"Expected years lived, 20-64",,44.19150242,44.07249214,44.30104226
69,Singapore,2,Females,2013,"Expected years lived, 20-64",,44.21582808,44.11373521,44.3180597
69,Singapore,2,Females,2014,"Expected years lived, 20-64",,44.24664795,44.14048778,44.34918435
69,Singapore,2,Females,2015,"Expected years lived, 20-64",,44.25787287,44.14120247,44.37853704
69,Singapore,2,Females,2016,"Expected years lived, 20-64",,44.26474105,44.07533081,44.43490099
69,Singapore,3,Both sexes,1990,"Expected years lived, 20-64",,42.55954329,42.32281419,42.78167874
69,Singapore,3,Both sexes,1991,"Expected years lived, 20-64",,42.75267942,42.53110803,42.96296141
69,Singapore,3,Both sexes,1992,"Expected years lived, 20-64",,42.87703857,42.67025716,43.07646352
69,Singapore,3,Both sexes,1993,"Expected years lived, 20-64",,42.98917993,42.78717766,43.16510641
69,Singapore,3,Both sexes,1994,"Expected years lived, 20-64",,43.05644576,42.87995062,43.23229801
69,Singapore,3,Both sexes,1995,"Expected years lived, 20-64",,43.11655004,42.94953671,43.28274939
69,Singapore,3,Both sexes,1996,"Expected years lived, 20-64",,43.17437455,43.0096374,43.33824641
69,Singapore,3,Both sexes,1997,"Expected years lived, 20-64",,43.2613556,43.09381046,43.42313549
69,Singapore,3,Both sexes,1998,"Expected years lived, 20-64",,43.32922617,43.16896063,43.47919092
69,Singapore,3,Both sexes,1999,"Expected years lived, 20-64",,43.38420237,43.23800633,43.53744117
69,Singapore,3,Both sexes,2000,"Expected years lived, 20-64",,43.4320775,43.26692449,43.57850855
69,Singapore,3,Both sexes,2001,"Expected years lived, 20-64",,43.48137625,43.32233077,43.6434132
69,Singapore,3,Both sexes,2002,"Expected years lived, 20-64",,43.52628046,43.37531679,43.65905899
69,Singapore,3,Both sexes,2003,"Expected years lived, 20-64",,43.57042531,43.4268333,43.70758991
69,Singapore,3,Both sexes,2004,"Expected years lived, 20-64",,43.62210009,43.47855443,43.75497522
69,Singapore,3,Both sexes,2005,"Expected years lived, 20-64",,43.66163675,43.52812464,43.78963663
