"CountryCode","SeriesCode","Year","DESCRIPTION",
"EST","HD.HCI.AMRT","YR2017","Estimates based on data for 2017.",
"EST","HD.HCI.AMRT.FE","YR2017","Estimates based on data for 2017.",
"EST","HD.HCI.AMRT.MA","YR2017","Estimates based on data for 2017.",
"EST","HD.HCI.EYRS","YR2017","Estimates based on primary enrollment data for 2015. Estimates are adjusted for repetition.",
"EST","HD.HCI.EYRS.FE","YR2017","Estimates based on primary enrollment data for 2015. Estimates are adjusted for repetition.",
"EST","HD.HCI.EYRS.MA","YR2017","Estimates based on primary enrollment data for 2015. Estimates are adjusted for repetition.",
"EST","HD.HCI.HLOS","YR2017","Estimates based on data for 2015 from the testing program: PISA. For details on testing programs, please refer to the metadata for Harmonized Test Scores.",
"EST","HD.HCI.HLOS.FE","YR2017","Estimates based on data for 2015 from the testing program: PISA. For details on testing programs, please refer to the metadata for Harmonized Test Scores.",
"EST","HD.HCI.HLOS.MA","YR2017","Estimates based on data for 2015 from the testing program: PISA. For details on testing programs, please refer to the metadata for Harmonized Test Scores.",
"EST","HD.HCI.MORT","YR2017","Estimates based on data for 2017.",
"EST","HD.HCI.MORT.FE","YR2017","Estimates based on data for 2017.",
"EST","HD.HCI.MORT.MA","YR2017","Estimates based on data for 2017.",
"ETH","HD.HCI.AMRT","YR2017","Estimates based on data for 2017.",
"ETH","HD.HCI.AMRT.FE","YR2017","Estimates based on data for 2017.",
"ETH","HD.HCI.AMRT.MA","YR2017","Estimates based on data for 2017.",
"ETH","HD.HCI.EYRS","YR2017","Estimates based on primary enrollment data for 2015. Estimates are adjusted for repetition.",
"ETH","HD.HCI.EYRS.FE","YR2017","Estimates based on primary enrollment data for 2015. Estimates are adjusted for repetition.",
"ETH","HD.HCI.EYRS.MA","YR2017","Estimates based on primary enrollment data for 2015. Estimates are adjusted for repetition.",
"ETH","HD.HCI.HLOS","YR2017","Estimates based on data for 2010 from the testing program: EGRA. For details on testing programs, please refer to the metadata for Harmonized Test Scores.",
"ETH","HD.HCI.HLOS.FE","YR2017","Estimates based on data for 2010 from the testing program: EGRA. For details on testing programs, please refer to the metadata for Harmonized Test Scores.",
"ETH","HD.HCI.HLOS.MA","YR2017","Estimates based on data for 2010 from the testing program: EGRA. For details on testing programs, please refer to the metadata for Harmonized Test Scores.",
"ETH","HD.HCI.MORT","YR2017","Estimates based on data for 2017.",
"ETH","HD.HCI.MORT.FE","YR2017","Estimates based on data for 2017.",
"ETH","HD.HCI.MORT.MA","YR2017","Estimates based on data for 2017.",
"ETH","HD.HCI.STNT","YR2017","Estimates based on data for 2016.",
"ETH","HD.HCI.STNT.FE","YR2017","Estimates based on data for 2016.",
"ETH","HD.HCI.STNT.MA","YR2017","Estimates based on data for 2016.",
"FIN","HD.HCI.AMRT","YR2017","Estimates based on data for 2017.",
"FIN","HD.HCI.AMRT.FE","YR2017","Estimates based on data for 2017.",
"FIN","HD.HCI.AMRT.MA","YR2017","Estimates based on data for 2017.",
"FIN","HD.HCI.EYRS","YR2017","Estimates based on primary enrollment data for 2016. Estimates are adjusted for repetition.",
"FIN","HD.HCI.EYRS.FE","YR2017","Estimates based on primary enrollment data for 2016. Estimates are adjusted for repetition.",
"FIN","HD.HCI.EYRS.MA","YR2017","Estimates based on primary enrollment data for 2016. Estimates are adjusted for repetition.",
"FIN","HD.HCI.HLOS","YR2017","Estimates based on data for 2015 from the testing program: PISA+TIMSS/PIRLS. For details on testing programs, please refer to the metadata for Harmonized Test Scores.",
"FIN","HD.HCI.HLOS.FE","YR2017","Estimates based on data for 2015 from the testing program: PISA+TIMSS/PIRLS. For details on testing programs, please refer to the metadata for Harmonized Test Scores.",
"FIN","HD.HCI.HLOS.MA","YR2017","Estimates based on data for 2015 from the testing program: PISA+TIMSS/PIRLS. For details on testing programs, please refer to the metadata for Harmonized Test Scores.",
"FIN","HD.HCI.MORT","YR2017","Estimates based on data for 2017.",
"FIN","HD.HCI.MORT.FE","YR2017","Estimates based on data for 2017.",
"FIN","HD.HCI.MORT.MA","YR2017","Estimates based on data for 2017.",
"FRA","HD.HCI.AMRT","YR2017","Estimates based on data for 2017.",
"FRA","HD.HCI.AMRT.FE","YR2017","Estimates based on data for 2017.",
"FRA","HD.HCI.AMRT.MA","YR2017","Estimates based on data for 2017.",
"FRA","HD.HCI.EYRS","YR2017","Estimates based on primary enrollment data for 2015. Estimates are not adjusted for repetition.",
"FRA","HD.HCI.HLOS","YR2017","Estimates based on data for 2015 from the testing program: PISA+TIMSS/PIRLS. For details on testing programs, please refer to the metadata for Harmonized Test Scores.",
"FRA","HD.HCI.HLOS.FE","YR2017","Estimates based on data for 2015 from the testing program: PISA+TIMSS/PIRLS. For details on testing programs, please refer to the metadata for Harmonized Test Scores.",
"FRA","HD.HCI.HLOS.MA","YR2017","Estimates based on data for 2015 from the testing program: PISA+TIMSS/PIRLS. For details on testing programs, please refer to the metadata for Harmonized Test Scores.",
"FRA","HD.HCI.MORT","YR2017","Estimates based on data for 2017.",
"FRA","HD.HCI.MORT.FE","YR2017","Estimates based on data for 2017.",
"FRA","HD.HCI.MORT.MA","YR2017","Estimates based on data for 2017.",
"GAB","HD.HCI.AMRT","YR2017","Estimates based on data for 2017.",
"GAB","HD.HCI.AMRT.FE","YR2017","Estimates based on data for 2017.",
"GAB","HD.HCI.AMRT.MA","YR2017","Estimates based on data for 2017.",
"GAB","HD.HCI.EYRS","YR2017","Estimates based on primary enrollment data for 2012. Estimates are not adjusted for repetition.",
"GAB","HD.HCI.EYRS.FE","YR2017","Estimates based on primary enrollment data for 2012. Estimates are not adjusted for repetition.",
"GAB","HD.HCI.EYRS.MA","YR2017","Estimates based on primary enrollment data for 2012. Estimates are not adjusted for repetition.",
"GAB","HD.HCI.HLOS","YR2017","Estimates based on data for 2006 from the testing program: PASEC. For details on testing programs, please refer to the metadata for Harmonized Test Scores.",
"GAB","HD.HCI.HLOS.FE","YR2017","Estimates based on data for 2006 from the testing program: PASEC. For details on testing programs, please refer to the metadata for Harmonized Test Scores.",
"GAB","HD.HCI.HLOS.MA","YR2017","Estimates based on data for 2006 from the testing program: PASEC. For details on testing programs, please refer to the metadata for Harmonized Test Scores.",
"GAB","HD.HCI.MORT","YR2017","Estimates based on data for 2017.",
"GAB","HD.HCI.MORT.FE","YR2017","Estimates based on data for 2017.",
"GAB","HD.HCI.MORT.MA","YR2017","Estimates based on data for 2017.",
"GAB","HD.HCI.STNT","YR2017","Estimates based on data for 2012.",
"GAB","HD.HCI.STNT.FE","YR2017","Estimates based on data for 2012.",
"GAB","HD.HCI.STNT.MA","YR2017","Estimates based on data for 2012.",
"GBR","HD.HCI.AMRT","YR2017","Estimates based on data for 2017.",
"GBR","HD.HCI.AMRT.FE","YR2017","Estimates based on data for 2017.",
"GBR","HD.HCI.AMRT.MA","YR2017","Estimates based on data for 2017.",
"GBR","HD.HCI.EYRS","YR2017","Estimates based on primary enrollment data for 2015. Estimates are not adjusted for repetition.",
"GBR","HD.HCI.EYRS.FE","YR2017","Estimates based on primary enrollment data for 2015. Estimates are not adjusted for repetition.",
"GBR","HD.HCI.EYRS.MA","YR2017","Estimates based on primary enrollment data for 2015. Estimates are not adjusted for repetition.",
"GBR","HD.HCI.HLOS","YR2017","Estimates based on data for 2015 from the testing program: PISA. For details on testing programs, please refer to the metadata for Harmonized Test Scores.",
"GBR","HD.HCI.HLOS.FE","YR2017","Estimates based on data for 2015 from the testing program: PISA. For details on testing programs, please refer to the metadata for Harmonized Test Scores.",
"GBR","HD.HCI.HLOS.MA","YR2017","Estimates based on data for 2015 from the testing program: PISA. For details on testing programs, please refer to the metadata for Harmonized Test Scores.",
"GBR","HD.HCI.MORT","YR2017","Estimates based on data for 2017.",
"GBR","HD.HCI.MORT.FE","YR2017","Estimates based on data for 2017.",
"GBR","HD.HCI.MORT.MA","YR2017","Estimates based on data for 2017.",
"GEO","HD.HCI.AMRT","YR2017","Estimates based on data for 2017.",
"GEO","HD.HCI.AMRT.FE","YR2017","Estimates based on data for 2017.",
"GEO","HD.HCI.AMRT.MA","YR2017","Estimates based on data for 2017.",
"GEO","HD.HCI.EYRS","YR2017","Estimates based on primary enrollment data for 2017. Estimates are adjusted for repetition.",
"GEO","HD.HCI.EYRS.FE","YR2017","Estimates based on primary enrollment data for 2017. Estimates are adjusted for repetition.",
"GEO","HD.HCI.EYRS.MA","YR2017","Estimates based on primary enrollment data for 2017. Estimates are adjusted for repetition.",
"GEO","HD.HCI.HLOS","YR2017","Estimates based on data for 2015 from the testing program: PISA+TIMSS/PIRLS. For details on testing programs, please refer to the metadata for Harmonized Test Scores.",
"GEO","HD.HCI.HLOS.FE","YR2017","Estimates based on data for 2015 from the testing program: PISA+TIMSS/PIRLS. For details on testing programs, please refer to the metadata for Harmonized Test Scores.",
"GEO","HD.HCI.HLOS.MA","YR2017","Estimates based on data for 2015 from the testing program: PISA+TIMSS/PIRLS. For details on testing programs, please refer to the metadata for Harmonized Test Scores.",
"GEO","HD.HCI.MORT","YR2017","Estimates based on data for 2017.",
"GEO","HD.HCI.MORT.FE","YR2017","Estimates based on data for 2017.",
"GEO","HD.HCI.MORT.MA","YR2017","Estimates based on data for 2017.",
"GEO","HD.HCI.STNT","YR2017","Estimates based on data for 2009.",
"GHA","HD.HCI.AMRT","YR2017","Estimates based on data for 2017.",
"GHA","HD.HCI.AMRT.FE","YR2017","Estimates based on data for 2017.",
"GHA","HD.HCI.AMRT.MA","YR2017","Estimates based on data for 2017.",
"GHA","HD.HCI.EYRS","YR2017","Estimates based on primary enrollment data for 2017. Estimates are adjusted for repetition.",
"GHA","HD.HCI.EYRS.FE","YR2017","Estimates based on primary enrollment data for 2017. Estimates are adjusted for repetition.",
"GHA","HD.HCI.EYRS.MA","YR2017","Estimates based on primary enrollment data for 2017. Estimates are adjusted for repetition.",
"GHA","HD.HCI.HLOS","YR2017","Estimates based on data for 2013 from the testing program: EGRA. For details on testing programs, please refer to the metadata for Harmonized Test Scores.",
"GHA","HD.HCI.HLOS.FE","YR2017","Estimates based on data for 2013 from the testing program: EGRA. For details on testing programs, please refer to the metadata for Harmonized Test Scores.",
"GHA","HD.HCI.HLOS.MA","YR2017","Estimates based on data for 2013 from the testing program: EGRA. For details on testing programs, please refer to the metadata for Harmonized Test Scores.",
"GHA","HD.HCI.MORT","YR2017","Estimates based on data for 2017.",
"GHA","HD.HCI.MORT.FE","YR2017","Estimates based on data for 2017.",
"GHA","HD.HCI.MORT.MA","YR2017","Estimates based on data for 2017.",
"GHA","HD.HCI.STNT","YR2017","Estimates based on data for 2014.",
"GHA","HD.HCI.STNT.FE","YR2017","Estimates based on data for 2014.",
"GHA","HD.HCI.STNT.MA","YR2017","Estimates based on data for 2014.",
"GIN","HD.HCI.AMRT","YR2017","Estimates based on data for 2017.",
"GIN","HD.HCI.AMRT.FE","YR2017","Estimates based on data for 2017.",
"GIN","HD.HCI.AMRT.MA","YR2017","Estimates based on data for 2017.",
"GIN","HD.HCI.EYRS","YR2017","Estimates based on primary enrollment data for 2014. Estimates are adjusted for repetition.",
"GIN","HD.HCI.EYRS.FE","YR2017","Estimates based on primary enrollment data for 2014. Estimates are adjusted for repetition.",
"GIN","HD.HCI.EYRS.MA","YR2017","Estimates based on primary enrollment data for 2014. Estimates are adjusted for repetition.",
"GIN","HD.HCI.HLOS","YR2017","Estimates based on data for 2006 from the testing program: PASEC. For details on testing programs, please refer to the metadata for Harmonized Test Scores.",
"GIN","HD.HCI.HLOS.FE","YR2017","Estimates based on data for 2006 from the testing program: PASEC. For details on testing programs, please refer to the metadata for Harmonized Test Scores.",
"GIN","HD.HCI.HLOS.MA","YR2017","Estimates based on data for 2006 from the testing program: PASEC. For details on testing programs, please refer to the metadata for Harmonized Test Scores.",
"GIN","HD.HCI.MORT","YR2017","Estimates based on data for 2017.",
"GIN","HD.HCI.MORT.FE","YR2017","Estimates based on data for 2017.",
"GIN","HD.HCI.MORT.MA","YR2017","Estimates based on data for 2017.",
"GIN","HD.HCI.STNT","YR2017","Estimates based on data for 2016.",
"GMB","HD.HCI.AMRT","YR2017","Estimates based on data for 2017.",
"GMB","HD.HCI.AMRT.FE","YR2017","Estimates based on data for 2017.",
"GMB","HD.HCI.AMRT.MA","YR2017","Estimates based on data for 2017.",
"GMB","HD.HCI.EYRS","YR2017","Estimates based on primary enrollment data for 2017. Estimates are adjusted for repetition.",
"GMB","HD.HCI.EYRS.FE","YR2017","Estimates based on primary enrollment data for 2017. Estimates are adjusted for repetition.",
"GMB","HD.HCI.HLOS","YR2017","Estimates based on data for 2011 from the testing program: EGRA. For details on testing programs, please refer to the metadata for Harmonized Test Scores.",
"GMB","HD.HCI.HLOS.FE","YR2017","Estimates based on data for 2011 from the testing program: EGRA. For details on testing programs, please refer to the metadata for Harmonized Test Scores.",
"GMB","HD.HCI.HLOS.MA","YR2017","Estimates based on data for 2011 from the testing program: EGRA. For details on testing programs, please refer to the metadata for Harmonized Test Scores.",
"GMB","HD.HCI.MORT","YR2017","Estimates based on data for 2017.",
"GMB","HD.HCI.MORT.FE","YR2017","Estimates based on data for 2017.",
"GMB","HD.HCI.MORT.MA","YR2017","Estimates based on data for 2017.",
"GMB","HD.HCI.STNT","YR2017","Estimates based on data for 2013.",
"GMB","HD.HCI.STNT.FE","YR2017","Estimates based on data for 2013.",
"GMB","HD.HCI.STNT.MA","YR2017","Estimates based on data for 2013.",
"GRC","HD.HCI.AMRT","YR2017","Estimates based on data for 2017.",
"GRC","HD.HCI.AMRT.FE","YR2017","Estimates based on data for 2017.",
"GRC","HD.HCI.AMRT.MA","YR2017","Estimates based on data for 2017.",
"GRC","HD.HCI.EYRS","YR2017","Estimates based on primary enrollment data for 2015. Estimates are adjusted for repetition.",
"GRC","HD.HCI.EYRS.FE","YR2017","Estimates based on primary enrollment data for 2015. Estimates are adjusted for repetition.",
"GRC","HD.HCI.EYRS.MA","YR2017","Estimates based on primary enrollment data for 2015. Estimates are adjusted for repetition.",
"GRC","HD.HCI.HLOS","YR2017","Estimates based on data for 2015 from the testing program: PISA. For details on testing programs, please refer to the metadata for Harmonized Test Scores.",
"GRC","HD.HCI.HLOS.FE","YR2017","Estimates based on data for 2015 from the testing program: PISA. For details on testing programs, please refer to the metadata for Harmonized Test Scores.",
"GRC","HD.HCI.HLOS.MA","YR2017","Estimates based on data for 2015 from the testing program: PISA. For details on testing programs, please refer to the metadata for Harmonized Test Scores.",
"GRC","HD.HCI.MORT","YR2017","Estimates based on data for 2017.",
"GRC","HD.HCI.MORT.FE","YR2017","Estimates based on data for 2017.",
"GRC","HD.HCI.MORT.MA","YR2017","Estimates based on data for 2017.",
"GTM","HD.HCI.AMRT","YR2017","Estimates based on data for 2017.",
"GTM","HD.HCI.AMRT.FE","YR2017","Estimates based on data for 2017.",
"GTM","HD.HCI.AMRT.MA","YR2017","Estimates based on data for 2017.",
"GTM","HD.HCI.EYRS","YR2017","Estimates based on primary enrollment data for 2016. Estimates are adjusted for repetition.",
"GTM","HD.HCI.EYRS.FE","YR2017","Estimates based on primary enrollment data for 2016. Estimates are adjusted for repetition.",
"GTM","HD.HCI.EYRS.MA","YR2017","Estimates based on primary enrollment data for 2016. Estimates are adjusted for repetition.",
"GTM","HD.HCI.HLOS","YR2017","Estimates based on data for 2013 from the testing program: LLECE. For details on testing programs, please refer to the metadata for Harmonized Test Scores.",
"GTM","HD.HCI.HLOS.FE","YR2017","Estimates based on data for 2013 from the testing program: LLECE. For details on testing programs, please refer to the metadata for Harmonized Test Scores.",
"GTM","HD.HCI.HLOS.MA","YR2017","Estimates based on data for 2013 from the testing program: LLECE. For details on testing programs, please refer to the metadata for Harmonized Test Scores.",
"GTM","HD.HCI.MORT","YR2017","Estimates based on data for 2017.",
"GTM","HD.HCI.MORT.FE","YR2017","Estimates based on data for 2017.",
"GTM","HD.HCI.MORT.MA","YR2017","Estimates based on data for 2017.",
"GTM","HD.HCI.STNT","YR2017","Estimates based on data for 2015.",
"GTM","HD.HCI.STNT.FE","YR2017","Estimates based on data for 2015.",
"GTM","HD.HCI.STNT.MA","YR2017","Estimates based on data for 2015.",
"GUY","HD.HCI.AMRT","YR2017","Estimates based on data for 2017.",
"GUY","HD.HCI.AMRT.FE","YR2017","Estimates based on data for 2017.",
"GUY","HD.HCI.AMRT.MA","YR2017","Estimates based on data for 2017.",
"GUY","HD.HCI.EYRS","YR2017","Estimates based on primary enrollment data for 2012. Estimates are adjusted for repetition.",
"GUY","HD.HCI.EYRS.FE","YR2017","Estimates based on primary enrollment data for 2012. Estimates are adjusted for repetition.",
"GUY","HD.HCI.EYRS.MA","YR2017","Estimates based on primary enrollment data for 2012. Estimates are adjusted for repetition.",
"GUY","HD.HCI.HLOS","YR2017","Estimates based on data for 2008 from the testing program: EGRA. For details on testing programs, please refer to the metadata for Harmonized Test Scores.",
"GUY","HD.HCI.HLOS.FE","YR2017","Estimates based on data for 2008 from the testing program: EGRA. For details on testing programs, please refer to the metadata for Harmonized Test Scores.",
"GUY","HD.HCI.HLOS.MA","YR2017","Estimates based on data for 2008 from the testing program: EGRA. For details on testing programs, please refer to the metadata for Harmonized Test Scores.",
"GUY","HD.HCI.MORT","YR2017","Estimates based on data for 2017.",
"GUY","HD.HCI.MORT.FE","YR2017","Estimates based on data for 2017.",
"GUY","HD.HCI.MORT.MA","YR2017","Estimates based on data for 2017.",
"GUY","HD.HCI.STNT","YR2017","Estimates based on data for 2014.",
"GUY","HD.HCI.STNT.FE","YR2017","Estimates based on data for 2014.",
"GUY","HD.HCI.STNT.MA","YR2017","Estimates based on data for 2014.",
"HKG","HD.HCI.AMRT","YR2017","Estimates based on data for 2017.",
"HKG","HD.HCI.AMRT.FE","YR2017","Estimates based on data for 2017.",
"HKG","HD.HCI.AMRT.MA","YR2017","Estimates based on data for 2017.",
"HKG","HD.HCI.EYRS","YR2017","Estimates based on primary enrollment data for 2016. Estimates are adjusted for repetition.",
"HKG","HD.HCI.EYRS.FE","YR2017","Estimates based on primary enrollment data for 2016. Estimates are adjusted for repetition.",
"HKG","HD.HCI.EYRS.MA","YR2017","Estimates based on primary enrollment data for 2016. Estimates are adjusted for repetition.",
"HKG","HD.HCI.HLOS","YR2017","Estimates based on data for 2015 from the testing program: PISA+TIMSS/PIRLS. For details on testing programs, please refer to the metadata for Harmonized Test Scores.",
"HKG","HD.HCI.HLOS.FE","YR2017","Estimates based on data for 2015 from the testing program: PISA+TIMSS/PIRLS. For details on testing programs, please refer to the metadata for Harmonized Test Scores.",
"HKG","HD.HCI.HLOS.MA","YR2017","Estimates based on data for 2015 from the testing program: PISA+TIMSS/PIRLS. For details on testing programs, please refer to the metadata for Harmonized Test Scores.",
"HKG","HD.HCI.MORT","YR2017","Estimates based on data for 2017 from the UN Interagency Group for Child Mortality Estimates (Using Estimates for China).",
"HKG","HD.HCI.MORT.FE","YR2017","Estimates based on data for 2017 from the UN Interagency Group for Child Mortality Estimates (Using Estimates for China).",
"HKG","HD.HCI.MORT.MA","YR2017","Estimates based on data for 2017 from the UN Interagency Group for Child Mortality Estimates (Using Estimates for China).",
"HND","HD.HCI.AMRT","YR2017","Estimates based on data for 2017.",
"HND","HD.HCI.AMRT.FE","YR2017","Estimates based on data for 2017.",
"HND","HD.HCI.AMRT.MA","YR2017","Estimates based on data for 2017.",
"HND","HD.HCI.EYRS","YR2017","Estimates based on primary enrollment data for 2016. Estimates are adjusted for repetition.",
"HND","HD.HCI.EYRS.FE","YR2017","Estimates based on primary enrollment data for 2016. Estimates are adjusted for repetition.",
"HND","HD.HCI.EYRS.MA","YR2017","Estimates based on primary enrollment data for 2016. Estimates are adjusted for repetition.",
"HND","HD.HCI.HLOS","YR2017","Estimates based on data for 2013 from the testing program: LLECE. For details on testing programs, please refer to the metadata for Harmonized Test Scores.",
"HND","HD.HCI.HLOS.FE","YR2017","Estimates based on data for 2013 from the testing program: LLECE. For details on testing programs, please refer to the metadata for Harmonized Test Scores.",
"HND","HD.HCI.HLOS.MA","YR2017","Estimates based on data for 2013 from the testing program: LLECE. For details on testing programs, please refer to the metadata for Harmonized Test Scores.",
"HND","HD.HCI.MORT","YR2017","Estimates based on data for 2017.",
"HND","HD.HCI.MORT.FE","YR2017","Estimates based on data for 2017.",
"HND","HD.HCI.MORT.MA","YR2017","Estimates based on data for 2017.",
"HND","HD.HCI.STNT","YR2017","Estimates based on data for 2012.",
"HND","HD.HCI.STNT.FE","YR2017","Estimates based on data for 2012.",
"HND","HD.HCI.STNT.MA","YR2017","Estimates based on data for 2012.",
"HRV","HD.HCI.AMRT","YR2017","Estimates based on data for 2017.",
"HRV","HD.HCI.AMRT.FE","YR2017","Estimates based on data for 2017.",
"HRV","HD.HCI.AMRT.MA","YR2017","Estimates based on data for 2017.",
"HRV","HD.HCI.EYRS","YR2017","Estimates based on primary enrollment data for 2016. Estimates are adjusted for repetition.",
"HRV","HD.HCI.EYRS.FE","YR2017","Estimates based on primary enrollment data for 2016. Estimates are adjusted for repetition.",
"HRV","HD.HCI.EYRS.MA","YR2017","Estimates based on primary enrollment data for 2016. Estimates are adjusted for repetition.",
"HRV","HD.HCI.HLOS","YR2017","Estimates based on data for 2015 from the testing program: PISA+TIMSS/PIRLS. For details on testing programs, please refer to the metadata for Harmonized Test Scores.",
"HRV","HD.HCI.HLOS.FE","YR2017","Estimates based on data for 2015 from the testing program: PISA+TIMSS/PIRLS. For details on testing programs, please refer to the metadata for Harmonized Test Scores.",
"HRV","HD.HCI.HLOS.MA","YR2017","Estimates based on data for 2015 from the testing program: PISA+TIMSS/PIRLS. For details on testing programs, please refer to the metadata for Harmonized Test Scores.",
"HRV","HD.HCI.MORT","YR2017","Estimates based on data for 2017.",
"HRV","HD.HCI.MORT.FE","YR2017","Estimates based on data for 2017.",
"HRV","HD.HCI.MORT.MA","YR2017","Estimates based on data for 2017.",
"HTI","HD.HCI.AMRT","YR2017","Estimates based on data for 2017.",
"HTI","HD.HCI.AMRT.FE","YR2017","Estimates based on data for 2017.",
"HTI","HD.HCI.AMRT.MA","YR2017","Estimates based on data for 2017.",
"HTI","HD.HCI.EYRS","YR2017","Estimates based on primary enrollment data for 2017. Estimates are not adjusted for repetition.",
"HTI","HD.HCI.EYRS.FE","YR2017","Estimates based on primary enrollment data for 2017. Estimates are not adjusted for repetition.",
"HTI","HD.HCI.EYRS.MA","YR2017","Estimates based on primary enrollment data for 2017. Estimates are not adjusted for repetition.",
"HTI","HD.HCI.HLOS","YR2017","Estimates based on data for 2013 from the testing program: EGRA. Estimates are not nationally representative. For details on testing programs, please refer to the metadata for Harmonized Test Scores.",
"HTI","HD.HCI.HLOS.FE","YR2017","Estimates based on data for 2013 from the testing program: EGRA. Estimates are not nationally representative. For details on testing programs, please refer to the metadata for Harmonized Test Scores.",
"HTI","HD.HCI.HLOS.MA","YR2017","Estimates based on data for 2013 from the testing program: EGRA. Estimates are not nationally representative. For details on testing programs, please refer to the metadata for Harmonized Test Scores.",
"HTI","HD.HCI.MORT","YR2017","Estimates based on data for 2017.",
"HTI","HD.HCI.MORT.FE","YR2017","Estimates based on data for 2017.",
"HTI","HD.HCI.MORT.MA","YR2017","Estimates based on data for 2017.",
"HTI","HD.HCI.STNT","YR2017","Estimates based on data for 2012.",
"HTI","HD.HCI.STNT.FE","YR2017","Estimates based on data for 2012.",
"HTI","HD.HCI.STNT.MA","YR2017","Estimates based on data for 2012.",
"HUN","HD.HCI.AMRT","YR2017","Estimates based on data for 2017.",
"HUN","HD.HCI.AMRT.FE","YR2017","Estimates based on data for 2017.",
"HUN","HD.HCI.AMRT.MA","YR2017","Estimates based on data for 2017.",
"HUN","HD.HCI.EYRS","YR2017","Estimates based on primary enrollment data for 2016. Estimates are adjusted for repetition.",
"HUN","HD.HCI.EYRS.FE","YR2017","Estimates based on primary enrollment data for 2016. Estimates are adjusted for repetition.",
"HUN","HD.HCI.EYRS.MA","YR2017","Estimates based on primary enrollment data for 2016. Estimates are adjusted for repetition.",
"HUN","HD.HCI.HLOS","YR2017","Estimates based on data for 2015 from the testing program: PISA+TIMSS/PIRLS. For details on testing programs, please refer to the metadata for Harmonized Test Scores.",
"HUN","HD.HCI.HLOS.FE","YR2017","Estimates based on data for 2015 from the testing program: PISA+TIMSS/PIRLS. For details on testing programs, please refer to the metadata for Harmonized Test Scores.",
"HUN","HD.HCI.HLOS.MA","YR2017","Estimates based on data for 2015 from the testing program: PISA+TIMSS/PIRLS. For details on testing programs, please refer to the metadata for Harmonized Test Scores.",
"HUN","HD.HCI.MORT","YR2017","Estimates based on data for 2017.",
"HUN","HD.HCI.MORT.FE","YR2017","Estimates based on data for 2017.",
"HUN","HD.HCI.MORT.MA","YR2017","Estimates based on data for 2017.",
"IDN","HD.HCI.AMRT","YR2017","Estimates based on data for 2017.",
"IDN","HD.HCI.AMRT.FE","YR2017","Estimates based on data for 2017.",
"IDN","HD.HCI.AMRT.MA","YR2017","Estimates based on data for 2017.",
"IDN","HD.HCI.EYRS","YR2017","Estimates based on primary enrollment data for 2017. Estimates are adjusted for repetition.",
"IDN","HD.HCI.EYRS.FE","YR2017","Estimates based on primary enrollment data for 2017. Estimates are adjusted for repetition.",
"IDN","HD.HCI.EYRS.MA","YR2017","Estimates based on primary enrollment data for 2017. Estimates are adjusted for repetition.",
"IDN","HD.HCI.HLOS","YR2017","Estimates based on data for 2015 from the testing program: PISA+TIMSS/PIRLS. For details on testing programs, please refer to the metadata for Harmonized Test Scores.",
"IDN","HD.HCI.HLOS.FE","YR2017","Estimates based on data for 2015 from the testing program: PISA+TIMSS/PIRLS. For details on testing programs, please refer to the metadata for Harmonized Test Scores.",
"IDN","HD.HCI.HLOS.MA","YR2017","Estimates based on data for 2015 from the testing program: PISA+TIMSS/PIRLS. For details on testing programs, please refer to the metadata for Harmonized Test Scores.",
"IDN","HD.HCI.MORT","YR2017","Estimates based on data for 2017.",
"IDN","HD.HCI.MORT.FE","YR2017","Estimates based on data for 2017.",
"IDN","HD.HCI.MORT.MA","YR2017","Estimates based on data for 2017.",
"IDN","HD.HCI.STNT","YR2017","Estimates based on data for 2016 from the Indonesia Health Indicators Survey (Sirkesnas).",
"IDN","HD.HCI.STNT.FE","YR2017","Estimates based on data for 2016 from the Indonesia Health Indicators Survey (Sirkesnas).",
"IDN","HD.HCI.STNT.MA","YR2017","Estimates based on data for 2016 from the Indonesia Health Indicators Survey (Sirkesnas).",
"IND","HD.HCI.AMRT","YR2017","Estimates based on data for 2017.",
"IND","HD.HCI.AMRT.FE","YR2017","Estimates based on data for 2017.",
"IND","HD.HCI.AMRT.MA","YR2017","Estimates based on data for 2017.",
"IND","HD.HCI.EYRS","YR2017","Estimates based on primary enrollment data for 2013. Estimates are adjusted for repetition.",
"IND","HD.HCI.EYRS.FE","YR2017","Estimates based on primary enrollment data for 2013. Estimates are adjusted for repetition.",
"IND","HD.HCI.EYRS.MA","YR2017","Estimates based on primary enrollment data for 2013. Estimates are adjusted for repetition.",
"IND","HD.HCI.HLOS","YR2017","Estimates based on data for 2009 from the testing program: PISA. For details on testing programs, please refer to the metadata for Harmonized Test Scores.",
"IND","HD.HCI.HLOS.FE","YR2017","Estimates based on data for 2009 from the testing program: PISA. For details on testing programs, please refer to the metadata for Harmonized Test Scores.",
"IND","HD.HCI.HLOS.MA","YR2017","Estimates based on data for 2009 from the testing program: PISA. For details on testing programs, please refer to the metadata for Harmonized Test Scores.",
"IND","HD.HCI.MORT","YR2017","Estimates based on data for 2017.",
"IND","HD.HCI.MORT.FE","YR2017","Estimates based on data for 2017.",
"IND","HD.HCI.MORT.MA","YR2017","Estimates based on data for 2017.",
"IND","HD.HCI.STNT","YR2017","Estimates based on data for 2015.",
"IND","HD.HCI.STNT.FE","YR2017","Estimates based on data for 2015.",
